Date,Open,High,Low,Close
5/21/2022,"1,958.20","1,987.89","1,938.78","1,972.76"
5/20/2022,"2,012.95","2,060.94","1,921.75","1,957.64"
5/19/2022,"1,963.40","2,036.37","1,901.40","2,011.38"
5/18/2022,"2,051.83","2,106.01","1,935.00","1,962.74"
5/17/2022,"2,031.06","2,119.99","2,006.29","2,051.90"
5/16/2022,"2,130.42","2,155.00","1,978.55","2,030.99"
5/15/2022,"1,995.60","2,128.88","1,991.19","2,128.88"
5/14/2022,"2,042.76","2,079.00","1,948.93","1,997.47"
5/13/2022,"1,925.00","2,141.84","1,865.47","2,043.75"
5/12/2022,"2,032.68","2,181.20","1,707.51","1,925.01"
5/11/2022,"2,324.89","2,450.24","2,028.05","2,031.16"
5/10/2022,"2,290.90","2,455.64","2,200.75","2,321.92"
5/9/2022,"2,539.54","2,555.34","2,226.67","2,286.10"
5/8/2022,"2,673.55","2,675.47","2,487.11","2,539.33"
5/7/2022,"2,704.55","2,705.82","2,655.14","2,673.55"
5/6/2022,"2,754.92","2,757.25","2,631.83","2,704.81"
5/5/2022,"2,943.42","2,952.96","2,687.49","2,754.37"
5/4/2022,"2,784.72","2,967.03","2,771.68","2,943.42"
5/3/2022,"2,826.56","2,880.56","2,756.61","2,774.37"
5/2/2022,"2,816.67","2,872.27","2,781.13","2,827.69"
5/1/2022,"2,788.47","2,825.69","2,719.07","2,812.70"
4/30/2022,"2,806.12","2,840.85","2,773.73","2,788.47"
4/29/2022,"2,949.01","2,953.97","2,776.14","2,806.13"
4/28/2022,"2,865.24","2,979.97","2,855.90","2,948.97"
4/27/2022,"2,830.01","2,919.45","2,769.05","2,864.84"
4/26/2022,"2,997.37","3,033.32","2,799.98","2,828.63"
4/25/2022,"2,941.56","3,024.00","2,800.00","2,996.74"
4/24/2022,"2,963.57","2,969.55","2,912.05","2,941.25"
4/23/2022,"2,971.28","2,977.64","2,918.78","2,961.98"
4/22/2022,"3,001.41","3,030.71","2,935.60","2,971.28"
4/21/2022,"3,085.00","3,178.24","2,995.21","3,001.41"
4/20/2022,"3,094.73","3,165.50","3,040.00","3,085.00"
4/19/2022,"3,005.41","3,129.91","3,005.41","3,094.31"
4/18/2022,"3,045.85","3,075.32","2,886.94","3,005.18"
